Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
532830,ASTRAL LIMITED,ASTRAL,Astral Ltd,Active,A ,1.00,INE006I01046,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
532832,EMBASSY DEVELOPMENTS LIMITED,EMBDL,Embassy Developments Ltd,Active,A ,2.00,INE069I01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
532839,Dish TV India Limited,DISHTV,Dish TV India Ltd,Active,A ,1.00,INE836F01026,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
532843,Fortis Healthcare Ltd,FORTIS,Fortis Healthcare Ltd,Active,A ,10.00,INE061F01013,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
532848,Delta Corp Limited,DELTACORP,Delta Corp Ltd,Active,A ,1.00,INE124G01033,Amusement Parks/ Other Recreation,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation
532856,Time Technoplast Limited,TIMETECHNO,Time Technoplast Ltd,Active,A ,1.00,INE508G01029,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
532863,Spice Communications Limited,SPICETELE,Spice Communications Ltd,Delisted,A ,10.00,INE684H01018, ,Equity,-,-,-,-
532865,Meghmani Organics Ltd.,MEGH,Meghmani Organics Ltd,Delisted,A ,1.00,INE974H01013,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
532868,DLF LIMITED,DLF,DLF Ltd,Active,A ,2.00,INE271C01023,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
532872,Sun Pharma Advanced Research Company Ltd.,SPARC,Sun Pharma Advanced Research Company Ltd,Active,A ,1.00,INE232I01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532885,Central Bank of India,CENTRALBK,Central Bank of India,Active,A ,10.00,INE483A01010,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532889,K.P.R. Mill Ltd.,KPRMILL,K.P.R. Mill Limited,Active,A ,1.00,INE930H01031,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
532892,Motilal Oswal Financial Services Limited,MOTILALOFS,Motilal Oswal Financial Services Ltd,Active,A ,1.00,INE338I01027,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
532898,POWER GRID CORPORATION OF INDIA LIMITED,POWERGRID,Power Grid Corporation of India Ltd,Active,A ,10.00,INE752E01010,Power - Transmission,Equity,Utilities,Power,Power,Power - Transmission
532899,Kaveri Seed Company Ltd,KSCL,Kaveri Seed Company Ltd,Active,A ,2.00,INE455I01029,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
532900,PAISALO DIGITAL LIMITED,PAISALO,Paisalo Digital Ltd,Active,A ,1.00,INE420C01059,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
532915,Religare Enterprises Ltd,RELIGARE,Religare Enterprises Ltd,Active,A ,10.00,INE621H01010,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
532921,Adani Ports and Special Economic Zone Ltd,ADANIPORTS,Adani Ports and Special Economic Zone Ltd,Active,A ,2.00,INE742F01042,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services
532922,Edelweiss Financial Services Ltd.,EDELWEISS,Edelweiss Financial Services Ltd,Active,A ,1.00,INE532F01054,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
532926,JYOTHY LABS LIMITED,JYOTHYLAB,Jyothy Labs Ltd,Active,A ,1.00,INE668F01031,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
532927,eClerx Services Limited,ECLERX,eClerx Services Ltd,Active,A ,10.00,INE738I01010,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
532929,Brigade Enterprises Limited,BRIGADE,Brigade Enterprises Ltd,Active,A ,10.00,INE791I01019,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
532938,Capital First Limited,CAPF,Capital First Ltd,Delisted,A ,10.00,INE688I01017, ,Equity,-,-,-,-
532939,Reliance Power Limited,RPOWER,Reliance Power Ltd,Active,A ,10.00,INE614G01033,Power Generation,Equity,Utilities,Power,Power,Power Generation
532940,J. Kumar Infraprojects Limited,JKIL,J. Kumar Infraprojects Ltd,Active,A ,5.00,INE576I01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
532942,KNR Constructions Limited,KNRCON,KNR Constructions Ltd,Active,A ,2.00,INE634I01029,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
532945,SEPC LIMITED,SEPC,SEPC Ltd,Active,A ,10.00,INE964H01014,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
532947,IRB Infrastructure Developers Limited,IRB,IRB Infrastructure Developers Ltd,Active,A ,1.00,INE821I01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
532953,V-Guard Industries Ltd.,VGUARD,V-Guard Industries Ltd,Active,A ,1.00,INE951I01027,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
532955,REC LIMITED,RECLTD,REC Ltd,Active,A ,10.00,INE020B01018,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
532960,Dhani Services Limited,DHANI,Dhani Services Ltd,Active,A ,2.00,INE274G01010,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
532966,TITAGARH RAIL SYSTEMS LIMITED,TITAGARH,Titagarh Rail Systems Ltd,Active,A ,2.00,INE615H01020,Railway Wagons,Equity,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons
532976,Jai Balaji Industries Limited,JAIBALAJI,Jai Balaji Industries Ltd,Active,A ,2.00,INE091G01026,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
532977,Bajaj Auto Limited,BAJAJ-AUTO,Bajaj Auto Ltd,Active,A ,10.00,INE917I01010,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
532978,Bajaj Finserv Limited,BAJAJFINSV,Bajaj Finserv Ltd,Active,A ,1.00,INE918I01026,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
532985,Kotak Mahindra Mutual Fund,SENSEX1,Kotak S&P BSE Sensex ETF,Active,A ,1.00,INF174KA1JD7,Mutual Fund Scheme - ETF,Equity,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme - ETF
533023,ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd,Active,A ,5.00,INE342J01019,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
533033,ISGEC Heavy Engineering Limited,ISGEC,ISGEC Heavy Engineering Ltd,Active,A ,1.00,INE858B01029,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533088,Mahindra Holidays & Resorts India Limited,MHRIL,Mahindra Holidays & Resorts India Ltd,Active,A ,10.00,INE998I01010,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
533096,Adani Power Limited,ADANIPOWER,Adani Power Ltd,Active,A ,10.00,INE814H01011,Integrated Power Utilities,Equity,Utilities,Power,Power,Integrated Power Utilities
533098,NHPC Limited,NHPC,NHPC Ltd,Active,A ,10.00,INE848E01016,Power Generation,Equity,Utilities,Power,Power,Power Generation
533106,Oil India Limited,OIL,Oil India Ltd,Active,A ,10.00,INE274J01014,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
533122,RattanIndia Power Limited,RTNPOWER,RattanIndia Power Ltd,Active,A ,10.00,INE399K01017,Power Generation,Equity,Utilities,Power,Power,Power Generation
533148,JSW Energy Limited,JSWENERGY,JSW Energy Ltd,Active,A ,10.00,INE121E01018,Power Generation,Equity,Utilities,Power,Power,Power Generation
533150,Godrej Properties Limited,GODREJPROP,Godrej Properties Ltd,Active,A ,5.00,INE484J01027,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
533155,Jubilant Foodworks Limited,JUBLFOOD,Jubilant FoodWorks Ltd,Active,A ,2.00,INE797F01020,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
533160,VALOR ESTATE LIMITED,DBREALTY,Valor Estate Ltd,Active,A ,10.00,INE879I01012,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
533169,MAN INFRACONSTRUCTION LIMITED,MANINFRA,Man Infraconstruction Ltd,Active,A ,2.00,INE949H01023,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533179,Persistent Systems Limited,PERSISTENT,Persistent Systems Ltd,Active,A ,5.00,INE262H01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
533206,SJVN LIMITED,SJVN,SJVN Ltd,Active,A ,10.00,INE002L01015,Power Generation,Equity,Utilities,Power,Power,Power Generation
533229,BAJAJ CONSUMER CARE LIMITED,BAJAJCON,Bajaj Consumer Care Ltd,Active,A ,1.00,INE933K01021,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
533248,Gujarat Pipavav Port Limited,GPPL,Gujarat Pipavav Port Ltd,Active,A ,10.00,INE517F01014,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services
533263,Orient Green Power Company Limited,GREENPOWER,Orient Green Power Company Ltd,Active,A ,10.00,INE999K01014,Power Generation,Equity,Utilities,Power,Power,Power Generation
533269,VA Tech Wabag Limited,WABAG,VA Tech Wabag Ltd,Active,A ,2.00,INE956G01038,Water Supply & Management,Equity,Utilities,Utilities,Other Utilities,Water Supply & Management
533271,Ashoka Buildcon Limited,ASHOKA,Ashoka Buildcon Ltd,Active,A ,5.00,INE442H01029,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533272,JUPITER WAGONS LIMITED,JWL,Jupiter Wagons Ltd,Active,A ,10.00,INE209L01016,Railway Wagons,Equity,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons
533273,OBEROI REALTY LIMITED,OBEROIRLTY,Oberoi Realty Ltd,Active,A ,10.00,INE093I01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
533274,Prestige Estates Projects Limited,PRESTIGE,Prestige Estates Projects Ltd,Active,A ,10.00,INE811K01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
533278,Coal India Limited,COALINDIA,Coal India Ltd,Active,A ,10.00,INE522F01014,Coal,Equity,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal
533282,GRAVITA INDIA LIMITED,GRAVITA,Gravita India Ltd,Active,A ,2.00,INE024L01027,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
533286,MOIL Limited,MOIL,Moil Ltd,Active,A ,10.00,INE490G01020,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
533293,Kirloskar Oil Engines Limited,KIRLOSENG,Kirloskar Oil Engines Ltd,Active,A ,2.00,INE146L01010,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
533309,Dalmia Bharat Limited,DALMIABHA,Dalmia Bharat Ltd,Delisted,A ,2.00,INE439L01019, ,Equity,-,-,-,-
533326,Texmaco Rail & Engineering Limited,TEXRAIL,Texmaco Rail & Engineering Ltd,Active,A ,1.00,INE621L01012,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
533333,Fineotex Chemical Limited,FCL,Fineotex Chemical Ltd,Active,A ,2.00,INE045J01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
533339,Zen Technologies Ltd.,ZENTEC,ZEN Technologies Ltd,Active,A ,1.00,INE251B01027,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
533398,MUTHOOT FINANCE LIMITED,MUTHOOTFIN,Muthoot Finance Ltd,Active,A ,10.00,INE414G01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
533519,L&T Finance Limited,LTF,L&T Finance Ltd,Active,A ,10.00,INE498L01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
533553,TD Power Systems Ltd,TDPOWERSYS,TD Power Systems Ltd,Active,A ,2.00,INE419M01027,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
533573,ALEMBIC PHARMACEUTICALS LIMITED,APLLTD,Alembic Pharmaceuticals Ltd,Active,A ,2.00,INE901L01018,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
533581,PG Electroplast Limited,PGEL,PG Electroplast Ltd,Active,A ,1.00,INE457L01029,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
533655,Triveni Turbine Limited,TRITURBINE,Triveni Turbine Ltd,Active,A ,1.00,INE152M01016,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
533758,APL Apollo Tubes Limited,APLAPOLLO,APL Apollo Tubes Ltd,Active,A ,2.00,INE702C01027,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
534076,RHI MAGNESITA INDIA LIMITED,RHIM,Rhi Magnesita India Ltd,Active,A ,1.00,INE743M01012,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
534091,Multi Commodity Exchange of India Ltd,MCX,Multi Commodity Exchange of India Ltd,Active,A ,10.00,INE745G01035,Exchange and Data Platform,Equity,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform
534139,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,SCHNEIDER,Schneider Electric Infrastructure Ltd,Active,A ,2.00,INE839M01018,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
534309,NBCC (India) Limited,NBCC,NBCC (India) Ltd,Active,A ,1.00,INE095N01031,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
534597,RATTANINDIA ENTERPRISES LIMITED,RTNINDIA,Rattanindia Enterprises Ltd,Active,A ,2.00,INE834M01019,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
534758,Cigniti Technologies Ltd,CIGNITITEC,Cigniti Technologies Ltd,Active,A ,10.00,INE675C01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
534804,CARE Ratings Limited,CARERATING,CARE Ratings Ltd,Active,A ,10.00,INE752H01013,Ratings,Equity,Financial Services,Financial Services,Capital Markets,Ratings
534816,INDUS TOWERS LIMITED,INDUSTOWER,Indus Towers Ltd,Active,A ,10.00,INE121J01017,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
534976,V-Mart Retail Limited,VMART,V-Mart Retail Ltd,Active,A ,10.00,INE665J01013,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
535276,SBI Mutual Fund,SBISENSEX,SBI Mutual Fund - SBI Sensex ETF,Active,A ,10.00,INF200K01VT2, ,Equity,-,-,-,-
535322,Repco Home Finance Limited,REPCOHOME,Repco Home Finance Ltd,Active,A ,10.00,INE612J01015,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
535648,Just Dial Limited,JUSTDIAL,Just Dial Ltd,Active,A ,10.00,INE599M01018,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
535754,ORIENT CEMENT LIMITED,ORIENTCEM,Orient Cement Ltd,Active,A ,1.00,INE876N01018,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
535755,Aditya Birla Fashion and Retail Limited,ABFRL,Aditya Birla Fashion and Retail Ltd,Active,A ,10.00,INE647O01011,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
535789,Sammaan Capital Limited,SAMMAANCAP,Sammaan Capital Ltd,Active,A ,2.00,INE148I01020,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
538057,Nippon India Mutual Fund,CPSEETF,CPSE ETF,Active,A ,10.00,INF457M01133, ,Equity,-,-,-,-
538566,APOLLO TRICOAT TUBES LIMITED,APOLLOTRI,Apollo Tricoat Tubes Ltd,Delisted,A ,2.00,INE919P01029,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
538567,Gulf Oil Lubricants India Limited,GULFOILLUB,Gulf Oil Lubricants India Ltd,Active,A ,2.00,INE635Q01029,Lubricants,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
538683,Nippon India Mutual Fund,SENSEXBEES,Nippon India ETF S&P BSE Sensex,Active,A ,10.00,INF204KA1UN7, ,Equity,-,-,-,-
538835,INTELLECT DESIGN ARENA LIMITED,INTELLECT,Intellect Design Arena Ltd,Active,A ,5.00,INE306R01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
538962,Minda Corporation Limited,MINDACORP,Minda Corporation Ltd,Active,A ,2.00,INE842C01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
539006,PTC Industries Ltd.,PTCIL,PTC Industries Ltd,Active,A ,10.00,INE596F01018,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
539031,SBI Mutual Fund,SETFBSE100,SBI Mutual Fund - SBI - ETF BSE 100,Active,A ,10.00,INF200KA1572, ,Equity,-,-,-,-
539083,Inox Wind Limited,INOXWIND,Inox Wind Ltd,Active,A ,10.00,INE066P01011,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
539150,PNC Infratech Limited,PNCINFRA,PNC Infratech Ltd,Active,A ,2.00,INE195J01029,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
539177,Authum Investment & Infrastructure Limited,AIIL,Authum Investment & Infrastructure Ltd,Active,A ,1.00,INE206F01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
539254,Adani Energy Solutions Limited,ADANIENSOL,Adani Energy Solutions Ltd,Active,A ,10.00,INE931S01010,Power Distribution,Equity,Utilities,Power,Power,Power Distribution
539268,Syngene International Limited,SYNGENE,Syngene International Ltd,Active,A ,10.00,INE398R01022,Healthcare Research- Analytics & Technology,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
539302,Power Mech Projects Limited,POWERMECH,Power Mech Projects Ltd,Active,A ,10.00,INE211R01019,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
539312,UTI Mutual Fund,UTISENSETF,UTI BSE SENSEX ETF,Active,A ,10.00,INF789FB1X58, ,Equity,-,-,-,-
539336,Gujarat Gas Limited,GUJGASLTD,Gujarat Gas Ltd,Active,A ,2.00,INE844O01030,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
539437,IDFC FIRST BANK LIMITED,IDFCFIRSTB,IDFC First Bank Ltd,Active,A ,10.00,INE092T01019,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
539448,InterGlobe Aviation Limited,INDIGO,InterGlobe Aviation Ltd,Active,A ,10.00,INE646L01027,Airline,Equity,Services,Services,Transport Services,Airline
539487,LIC Mutual Fund,LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX,Active,A ,10.00,INF767K01OT5, ,Equity,-,-,-,-
539517,HDFC Mutual Fund,HDFCSENSEX,HDFC S&P BSE Sensex ETF,Active,A ,25.04,INF179KC1HX2, ,Equity,-,-,-,-
539523,Alkem Laboratories Limited,ALKEM,Alkem Laboratories Ltd,Active,A ,2.00,INE540L01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
539524,Dr. Lal Pathlabs Limited,LALPATHLAB,Dr. Lal PathLabs Ltd,Active,A ,10.00,INE600L01024,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
539551,Narayana Hrudayalaya Limited,NH,Narayana Hrudayalaya Ltd,Active,A ,10.00,INE410P01011,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
539597,Jindal Stainless (Hisar) Limited,JSLHISAR,Jindal Stainless (Hisar) Ltd,Delisted,A ,2.00,INE455T01018,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
539658,TeamLease Services Limited,TEAMLEASE,TeamLease Services Ltd,Active,A ,10.00,INE985S01024,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
539807,INFIBEAM AVENUES LIMITED,INFIBEAM,Infibeam Avenues Ltd,Active,A ,1.00,INE483S01020,Financial Technology (Fintech),Equity,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
539844,Equitas Holdings Limited,EQUITAS,Equitas Holdings Ltd,Delisted,A ,10.00,INE988K01017,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
539874,Ujjivan Financial Services Limited,UJJIVAN,Ujjivan Financial Services Ltd,Delisted,A ,10.00,INE334L01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
539876,Crompton Greaves Consumer Electricals Limited,CROMPTON,Crompton Greaves Consumer Electricals Ltd,Active,A ,2.00,INE299U01018,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
539957,Mahanagar Gas Limited,MGL,Mahanagar Gas Ltd,Active,A ,10.00,INE002S01010,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
539978,Quess Corp Limited,QUESS,Quess Corp Ltd,Active,A ,10.00,INE615P01015,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
539992,LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG,Lloyds Engineering Works Ltd,Active,A ,1.00,INE093R01011,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
540005,LTIMindtree Limited,LTIM,LTIMindtree Ltd,Active,A ,1.00,INE214T01019,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
540008,Aditya Birla Sun Life Mutual Fund,BSLSENETFG,Aditya Birla Sun Life BSE Sensex ETF,Active,A ,1.00,INF209KB10E8, ,Equity,-,-,-,-
540025,Advanced Enzyme Technologies Limited,ADVENZYMES,Advanced Enzyme Technologies Ltd,Active,A ,2.00,INE837H01020,Biotechnology,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology
540047,Dilip Buildcon Limited,DBL,Dilip Buildcon Ltd,Active,A ,10.00,INE917M01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
540065,RBL Bank Limited,RBLBANK,RBL Bank Ltd,Active,A ,10.00,INE976G01028,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
540073,BLS International Services Ltd,BLS,BLS International Services Ltd,Active,A ,1.00,INE153T01027,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
540115,L&T Technology Services Limited,LTTS,L&T Technology Services Ltd,Active,A ,2.00,INE010V01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
540133,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,A ,10.00,INE726G01019,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
540153,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,Active,A ,10.00,INE913H01037,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
540154,Bandhan Mutual Fund,IDFSENSEXE,Bandhan S&P BSE SENSEX ETF,Active,A ,10.00,INF194KA1T91, ,Equity,-,-,-,-
540173,PNB Housing Finance Limited,PNBHOUSING,PNB Housing Finance Ltd,Active,A ,10.00,INE572E01012,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
540180,Varun Beverages Limited,VBL,Varun Beverages Ltd,Active,A ,2.00,INE200M01039,Other Beverages,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages
540203,Sheela Foam Limited,SFL,Sheela Foam Ltd,Active,A ,5.00,INE916U01025,Furniture- Home Furnishing,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
540222,Laurus Labs Limited,LAURUSLABS,Laurus Labs Ltd,Active,A ,2.00,INE947Q01028,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540293,Pricol Limited,PRICOLLTD,Pricol Ltd,Active,A ,1.00,INE726V01018,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
540376,Avenue Supermarts Limited,DMART,Avenue Supermarts Ltd,Active,A ,10.00,INE192R01011,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
540530,Housing &Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd,Active,A ,10.00,INE031A01017,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
540575,Star Cement Limited,STARCEMENT,Star Cement Ltd,Active,A ,1.00,INE460H01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
540595,Tejas Networks Limited,TEJASNET,Tejas Networks Ltd,Active,A ,10.00,INE010J01012,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
540596,Eris Lifesciences Limited,ERIS,Eris Lifesciences Ltd,Active,A ,1.00,INE406M01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540611,AU Small Finance Bank Limited,AUBANK,AU Small Finance Bank Ltd,Active,A ,10.00,INE949L01017,Other Bank,Equity,Financial Services,Financial Services,Banks,Other Bank
540642,Salasar Techno Engineering Limited,SALASAR,Salasar Techno Engineering Ltd,Active,A ,1.00,INE170V01027,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
540678,Cochin Shipyard Limited,COCHINSHIP,Cochin Shipyard Ltd,Active,A ,5.00,INE704P01025,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
